BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
2654992;-33.430.676;-70.596.997;HERNANDO DE AGUIRRE 1420;PROVIDENCIA;-0,334307;-0,705970
2655023;-33.442.959;-70.620.341;JOSE MANUEL INFANTE 1287;PROVIDENCIA;-0,334430;-0,706203
2659692;-33.405.346;-70.585.592;CERRO LA PARVA 995;LAS CONDES;-0,334053;-0,705856
2666391;-33.436.558;-70.644.933;MONJITAS 537;SANTIAGO;-0,334366;-0,706449
2668556;-33.411.289;-70.543.326;VILLANOVA 420;LAS CONDES;-0,334113;-0,705433
2677925;-33.457.466;-70.715.443;MEMBRILLAR 360;RANCAGUA;-0,334575;-0,707154
2703467;-3.349.961;-7.053.713;JUAN DE DIOS VIAL CORREA 4490;PEÑALOLEN;-0,334996;-0,705371
2705490;-33.447.646;-70.618.706;JOSE MANUEL INFANTE 1805;ÑUÑOA;-0,334476;-0,706187
2713722;-3.340.068;-70.556.023;LOS TRIGALES 7711;LAS CONDES;-0,334007;-0,705560
2734211;-33.444.251;-70.613.175;LOS CAPITANES 1400;PROVIDENCIA;-0,334443;-0,706132
2736356;-3.375.545;-70.737.888;MARCO GALLARDO LIGUEÑO 150;BUIN;-0,337555;-0,707379
2736757;-33.452.116;-70.621.168;AV SALVADOR 2075;ÑUÑOA;-0,334521;-0,706212
2746624;-33.422.778;-70.614.077;FRANCISCO NOGUERA 139;PROVIDENCIA;-0,334228;-0,706141
2755222;-33.391.762;-70.552.094;AV PDTE KENNEDY LATERAL 8121;LAS CONDES;-0,333918;-0,705521
2768060;-33.221.825;-70.675.532;EL REMANSO DE CHICUREO 401;COLINA;-0,332218;-0,706755
2768646;-3.347.435;-70.618.621;TIL TIL 1980;ÑUÑOA;-0,334744;-0,706186
2778737;-33.538.873;-70.573.055;HONDURAS 9338;LA FLORIDA;-0,335389;-0,705731
2809426;-33.323.603;-70.631.973;AV CHAMISERO 17985;COLINA;-0,333236;-0,706320
2834321;-33.584.913;-70.564.799;SANTA SOLEDAD 1361;PUENTE ALTO;-0,335849;-0,705648
2835734;-33.508.123;-70.789.901;PASAJE PIO XI 2212;MAIPÚ;-0,335081;-0,707899
2859660;-3.338.257;-70.724.569;TORRECAMPO 341;QUILICURA;-0,333826;-0,707246
2870229;-33.429.086;-70.608.836;GALVARINO GALLARDO 2086;PROVIDENCIA;-0,334291;-0,706088
2891030;-33.514.666;-70.604.748;VICUÑA MACKENNA ORIENTE 6553;LA FLORIDA;-0,335147;-0,706047
2894027;-33.375.472;-70.547.403;AV SAN JOSE MARIA ESCRIVA DE BALAGUER 9423;VITACURA;-0,333755;-0,705474
2894055;-33.439.139;-70.608.233;PLAZA PEDRO DE VALDIVIA 1761;PROVIDENCIA;-0,334391;-0,706082
2894084;-33.734.867;-70.716.174;MARLEN BOZAN 1500;BUIN;-0,337349;-0,707162
2894088;-33.456.092;-70.613.959;MONSEÑOR EYZAGUIRRE 300;ÑUÑOA;-0,334561;-0,706140
2902094;-33.417.329;-70.558.721;AV CRISTOBAL COLON 6760;LAS CONDES;-0,334173;-0,705587
2905446;-33.214.833;-70.666.401;LOS AYMARAS 12912;COLINA;-0,332148;-0,706664
2905872;-33.402.144;-70.566.028;CERRO LOS AZULES 530;LAS CONDES;-0,334021;-0,705660
2905882;-33.450.018;-70.591.621;BROWN NORTE 554;ÑUÑOA;-0,334500;-0,705916
2913049;-33.407.729;-70.546.115;AV APOQUINDO 8340;LAS CONDES;-0,334077;-0,705461
2920636;-33.425.602;-70.639.551;AV PERÚ 665;RECOLETA;-0,334256;-0,706396
2921832;-33.430.935;-70.553.019;SUMATRA 2528;LA REINA;-0,334309;-0,705530
2921941;-33.452.874;-70.573.563;HERIBERTO COVARRUBIAS 41;ÑUÑOA;-0,334529;-0,705736
2922443;-33.433.737;-70.641.417;BELLAVISTA 165;RECOLETA;-0,334337;-0,706414
2922471;-33.434.843;-70.607.264;LOS ESTANQUE 2071;PROVIDENCIA;-0,334348;-0,706073
2923493;-33.589.201;-70.576.156;PASAJE ALBUFERA 387;PUENTE ALTO;-0,335892;-0,705762
2923546;-33.447.846;-70.634.334;SANTA ISABEL 199;SANTIAGO;-0,334478;-0,706343
2923769;-33.271.405;-70.689.988;SANTA LUISA LOTE 3;COLINA;-0,332714;-0,706900
2923773;-33.454.924;-70.576.408;CAUQUENES 60;ÑUÑOA;-0,334549;-0,705764
2923799;-3.355.743;-70.577.006;SANTA LUCIA 10908;LA FLORIDA;-0,335574;-0,705770
2923809;-33.443.492;-70.572.519;AV OSSA 1156;ÑUÑOA;-0,334435;-0,705725
2923822;-33.512.781;-70.643.874;SANTA FE 636;SAN MIGUEL;-0,335128;-0,706439
2924497;-33.598.332;-7.089.115;CALLE LOS CANALES 256;PEÑAFLOR;-0,335983;-0,708912
2935365;-33.449.441;-7.064.335;SAN ISIDRO 435;SANTIAGO;-0,334494;-0,706434
2935419;-33.497.508;-70.659.825;SAN NICOLAS 1372;SAN MIGUEL;-0,334975;-0,706598
2939257;-33.383.829;-7.057.949;AV MANQUEHUE NORTE 2383;VITACURA;-0,333838;-0,705795
2941041;-33.466.455;-70.623.793;SAN EUGENIO 1551;ÑUÑOA;-0,334665;-0,706238
2942186;-33.219.374;-70.735.023;LA QUEBRADA 83;COLINA;-0,332194;-0,707350
2942212;-33.398.589;-70.590.401;SAN PATRICIO 3983;VITACURA;-0,333986;-0,705904
2942420;-33.405.499;-70.572.562;ROSARIO NORTE 410;COLINA;-0,334055;-0,705726
2961762;-33.389.326;-70.498.248;AV PLAZA 555;LAS CONDES;-0,333893;-0,704982
2964093;-33.450.206;-70.627.328;MUJICA 224;ÑUÑOA;-0,334502;-0,706273
2965099;-33.432.729;-70.530.839;VALENZUELA PUELMA 9457;LA REINA;-0,334327;-0,705308
2973240;-34.971.053;-71.263.043;CADIZ 1559;CURICO;-0,349711;-0,712630
2982032;-33.343.459;-70.669.853;LA CAPILLA 1415;HUECHURABA;-0,333435;-0,706699
2982065;-33.262.567;-70.627.375;AV PADRE SERGIO CORREA 11300;COLINA;-0,332626;-0,706274
2982077;-33.587.588;-70.697.263;DEMOSTENES RIVERA 74;SAN BERNARDO;-0,335876;-0,706973
2986256;-33.314.163;-7.112.412;CAMINO EL TORO 6,5;CURACAVI;-0,333142;-0,711241
2986566;-33.254.156;-70.622.244;CALLE RIO ELBA 240;COLINA;-0,332542;-0,706222
2986572;-33.347.693;-7.067.154;ALTOS DEL CARMEN 1560;HUECHURABA;-0,333477;-0,706715
3004778;-33.629.779;-70.553.459;CAMINO EL HUINGAN 5;PIRQUE;-0,336298;-0,705535
3006476;-3.342.743;-70.599.207;AV LUIS THAYER OJEDA 1022;PROVIDENCIA;-0,334274;-0,705992
3013423;-33.419.156;-70.571.655;SEBASTIAN ELCANO 1055;LAS CONDES;-0,334192;-0,705717
3023094;-33.249.464;-70.625.911;JOSE RABAT GORCHS 11860;COLINA;-0,332495;-0,706259
3023109;-33.405.989;-7.057.828;ALONSO DE CORDOVA 5079;LA REINA;-0,334060;-0,705783
3026890;-33.410.527;-70.577.658;LA CASTELLANA NORTE 100;LAS CONDES;-0,334105;-0,705777
3027284;-33.487.684;-70.599.432;AV MACUL 3700;MACUL;-0,334877;-0,705994
3035011;-33.501.283;-70.758.492;O'HIGGINS 87;MAIPÚ;-0,335013;-0,707585
3035412;-34.191.727;-70.743.805;CALLE TRES 56;RANCAGUA;-0,341917;-0,707438
3035415;-33.387.902;-7.053.941;AV LAS CONDES 9660;LAS CONDES;-0,333879;-0,705394
3035429;-33.568.195;-708.211;SAN IGNACIO 503;PADRE HURTADO;-0,335682;-7,082110
3035463;-33.434.656;-70.648.613;ESMERALDA 772;SANTIAGO;-0,334347;-0,706486
3046120;-3.345.056;-70.546.834;ALCALDE FERNANDO CASTILLO VELASCO 8150;LA REINA;-0,334506;-0,705468
3046130;-33.454.449;-70.588.172;AUGUSTO VILLANUEVA 65;ÑUÑOA;-0,334544;-0,705882
3046133;-33.608.124;-70.896.811;CALLEJON GUERRERO 957;PEÑAFLOR;-0,336081;-0,708968
3046135;-33.553.251;-70.532.312;CHARDONAY 5187;PUENTE ALTO;-0,335533;-0,705323
3056153;-33.458.231;-70.583.534;DUBLE ALMEYDA 4536;ÑUÑOA;-0,334582;-0,705835
3056176;-33.450.978;-7.060.238;RICARDO LYON 3231;ÑUÑOA;-0,334510;-0,706024
3056203;-33.462.608;-70.600.339;EXEQUIEL FERNANDEZ 863;ÑUÑOA;-0,334626;-0,706003
3056217;-33.348.941;-70.741.039;PJE CADAQUES NORTE 536;QUILICURA;-0,333489;-0,707410
3056276;-33.427.434;-70.599.209;AV LUIS THAYER OJEDA 1022;PROVIDENCIA;-0,334274;-0,705992
3058428;-33.452.104;-7.062.222;TEGUALDA 1975;ÑUÑOA;-0,334521;-0,706222
3058503;-32.935.272;-71.533.278;LOS FLAMENCOS 267;CON CON;-0,329353;-0,715333
3058703;-33.447.342;-705.651;SIMON BOLIVAR 6371;LA REINA;-0,334473;-7,056510
3058729;-33.542.785;-70.769.924;ABISINIA 580;MAIPÚ;-0,335428;-0,707699
3062838;-33.726.615;-70.715.486;LUIS HINOJOSA PASCUA 1740;BUIN;-0,337266;-0,707155
3069025;-33.412.448;-70.588.408;HAMLET 4000;LAS CONDES;-0,334124;-0,705884
3069832;-32.929.748;-71.545.814;ENTRELOMAS 110;CON CON;-0,329297;-0,715458
3069910;-33.449.204;-70.565.856;LYNCH NORTE 406 F-2;LA REINA;-0,334492;-0,705659
3070002;-34.983.702;-71.247.734;CLOROFORMO VALENZUELA 760;CURICO;-0,349837;-0,712477
3070048;-3.345.423;-70.576.998;AV IRARRAZAVAL 5094;ÑUÑOA;-0,334542;-0,705770
3072811;-3.337.394;-70.525.542;CAMINO EL PARQUE 200;VITACURA;-0,333739;-0,705255
3076210;-33.402.088;-71.127.041;PASAJE DON ENRIQUE PARCELA 33B 0;CURACAVI;-0,334021;-0,711270
3076214;-33.467.684;-70.664.912;CLUB HIPICO 1528;SANTIAGO;-0,334677;-0,706649
3076219;-3.361.319;-70.864.992;DIRIGENTE SOCIAL SOLEDAD GUIESEN PALACIOS 655;PEÑAFLOR;-0,336132;-0,708650
3076331;-33.450.041;-70.594.041;JORGE WASHINGTON 550;ÑUÑOA;-0,334500;-0,705940
3078559;-3.352.462;-70.767.712;PASEO LOS NOGALES 353;MAIPÚ;-0,335246;-0,707677
3087185;-3.334.041;-70.673.169;CAMINO DE CINTURA 8030;HUECHURABA;-0,333404;-0,706732
3089089;-33.371.014;-70.513.237;AV LAS CONDES 12810;LO BARNECHEA;-0,333710;-0,705132
3090543;-33.448.307;-70.579.181;AV SIMON BOLIVAR 4949;ÑUÑOA;-0,334483;-0,705792
3095926;-33.383.684;-70.536.406;TUPUNGATO 10137;VITACURA;-0,333837;-0,705364
3110184;-33.416.192;-70.561.092;LOS ALPES 960;LAS CONDES;-0,334162;-0,705611
3114615;-33.212.623;-70.726.112;AV SANTA ELENA 278;COLINA;-0,332126;-0,707261
3129987;-33.417.195;-70.560.293;CRISTOBAL COLON 6691;LAS CONDES;-0,334172;-0,705603
3130035;-3.344.902;-70.641.736;CARMEN 418;SANTIAGO;-0,334490;-0,706417
3130044;-33.426.248;-70.573.522;ISABEL LA CATOLICA 4733;LAS CONDES;-0,334262;-0,705735
3134158;-33.411.949;-70.566.893;REPUBLICA ARABE DE EGIPTO 670;LAS CONDES;-0,334119;-0,705669
3134161;-33.428.048;-70.577.894;FELIPE II 4277;LAS CONDES;-0,334280;-0,705779
3142350;-33.371.014;-70.513.237;AV LAS CONDES 12810;LAS CONDES;-0,333710;-0,705132
3143054;-33.457.926;-70.630.395;SANTA ELVIRA 97;SANTIAGO;-0,334579;-0,706304
3146949;-33.395.937;-70.550.342;LAS VERBENAS 8485;LAS CONDES;-0,333959;-0,705503
3154044;-33.439.285;-70.553.599;PRINCIPE DE GALES 7437;LA REINA;-0,334393;-0,705536
3154048;-33.226.968;-70.812.427;URIBE 324;BATUCO;-0,332270;-0,708124
3154059;-33.417.195;-70.560.293;CRISTOBAL COLON 6691;LAS CONDES;-0,334172;-0,705603
3154062;-33.462.823;-70.624.833;SAN EUGENIO 1085;ÑUÑOA;-0,334628;-0,706248
3154491;-33.418.829;-70.572.127;CRISTOBAL COLON 5078;LAS CONDES;-0,334188;-0,705721
3154522;-3.362.015;-70.713.491;VOLCAN LICANCABUR 19264;SAN BERNARDO;-0,336202;-0,707135
3154524;-33.401.288;-70.583.128;ARTURO URETA 1150;VITACURA;-0,334013;-0,705831
3155434;-33.522.793;-70.559.637;HOREB 7713;LA FLORIDA;-0,335228;-0,705596
3163276;-33.447.471;-70.642.483;CARMEN 297;SANTIAGO;-0,334475;-0,706425
3172474;-33.349.407;-70.677.306;CAMINO DEL ROBLE 1578;HUECHURABA;-0,333494;-0,706773
3173103;-33.428.227;-70.548.636;MANUEL CLARO VIAL 8035;LAS CONDES;-0,334282;-0,705486
3173119;-33.600.296;-70.547.725;LA RAMBLA 1 NORTE 982;PUENTE ALTO;-0,336003;-0,705477
3173146;-33.446.554;-70.595.221;AV SENADOR JAIME GUZMAN ERRAZURIZ 3265;ÑUÑOA;-0,334466;-0,705952
3173152;-33.644.287;-70.856.059;CAMINO LORETO 2000;CALERA DE TANGO;-0,336443;-0,708561
3173213;-33.459.077;-70.598.937;ALCALDE EDUARDO CASTILLO VELASCO 3091;ÑUÑOA;-0,334591;-0,705989
3173327;-33.321.368;-70.677.917;LA AGATA 10423;COLINA;-0,333214;-0,706779
3180725;-33.335.382;-70.560.899;PUNTA DE AGUILA NORTE 9195;LO BARNECHEA;-0,333354;-0,705609
3200127;-333.405;-70.472.869;CAMINO REFUGIOS DEL ARRAYAN 17770;LO BARNECHEA;-3,334050;-0,704729
3200149;-33.017.714;-71.555.833;CINCO NORTE 272-A;VIÑA DEL MAR;-0,330177;-0,715558
3200305;-33.728.214;-70.718.495;VICTOR TRONCOSO MUÑOZ 121;BUIN;-0,337282;-0,707185
3200440;-34.988.678;-71.229.207;BENEDICTO LEON 191;CURICO;-0,349887;-0,712292
3200505;-34.189.724;-70.890.694;EL PEDREGAL 61;DOÑIHUE;-0,341897;-0,708907
3201181;-334.303;-70.666.514;AV PRESIDENTE BALMACEDA 2088;SANTIAGO;-3,343030;-0,706665
3201258;-33.459.702;-70.663.947;BEAUCHEF 965;SANTIAGO;-0,334597;-0,706639
3202060;-33.253.932;-70.629.462;AV PADRE SERGIO CORREA 12000;COLINA;-0,332539;-0,706295
3203104;-33.405.499;-70.572.562;ROSARIO NORTE 410;LAS CONDES;-0,334055;-0,705726
3205518;-33.365.728;-70.667.667;LOS DATILES 6015;HUECHURABA;-0,333657;-0,706677
3205578;-33.262.209;-70.635.557;SAN ANSELMO 481;COLINA;-0,332622;-0,706356
3214678;-33.454.564;-70.607.591;ALCALDE CARLOS ALDUNATE 60;ÑUÑOA;-0,334546;-0,706076
3242517;-33.445.401;-7.058.319;ORTUZAR 1025;ÑUÑOA;-0,334454;-0,705832
3249814;-33.522.526;-7.076.886;PADRE HURTADO 590;MAIPÚ;-0,335225;-0,707689
3250127;-33.455.244;-70.615.887;CAPITAN FUENTES 250;ÑUÑOA;-0,334552;-0,706159
3250170;-33.207.699;-70.729.489;SANTA ELENA 659;COLINA;-0,332077;-0,707295
3250242;-33.695.396;-71.223.838;JORGE INOSTROZA 1371;MELIPILLA;-0,336954;-0,712238
3250290;-33.454.382;-70.705.755;MARIA ROZAS VELASQUEZ 51;ESTACIÓN CENTRAL;-0,334544;-0,707058
3250431;-33.413.303;-70.552.622;AV TOMAS MORO 545;LAS CONDES;-0,334133;-0,705526
3250451;-3.356.177;-70.887.997;LOS AROMOS 0;PADRE HURTADO;-0,335618;-0,708880
3253120;-33.310.071;-70.659.499;CAMINO DEL REFUGIO 13608;COLINA;-0,333101;-0,706595
3275098;-3.361.996;-708.046;CALERA DE TANGO PARADERO 18 1/2 PARC.8;CALERA DE TANGO;-0,336200;-7,080460
3286060;-33.029.588;-71.569.834;PASAJE PARIS 825;VIÑA DEL MAR;-0,330296;-0,715698
3288212;-33.404.437;-70.562.428;BERGEN 290;LAS CONDES;-0,334044;-0,705624
3310222;-33.339.945;-70.672.603;CAMINO DE LA CINTURA 8030;HUECHURABA;-0,333399;-0,706726
3310621;-33.024.677;-71.551.809;PARQUE LOS INGLESES TORRE 6;VIÑA DEL MAR;-0,330247;-0,715518
3310651;-3.351.046;-7.064.847;VARAS MENA 771;PADRE HURTADO;-0,335105;-0,706485
3310748;-33.362.189;-70.507.312;AV RAUL LABBE 13685;LO BARNECHEA;-0,333622;-0,705073
3313143;-33.315.352;-70.651.457;LOS MAITENES 16390;COLINA;-0,333154;-0,706515
3315936;-33.514.027;-70.594.068;FROILAN LAGOS SEPULVEDA 1500;LA FLORIDA;-0,335140;-0,705941
3316274;-333.133;-70.652.943;CAMINO EL MIRADOR 15030;COLINA;-3,331330;-0,706529
3316952;-328.337;-70.598.189;CALLE EL BARON 7200;LOS ANDES;-3,283370;-0,705982
3322083;-33.341.361;-70.499.525;CAMINO DEL ATARDECER 14693;LO BARNECHEA;-0,333414;-0,704995
3325588;-33.506.228;-7.058.748;SAN LUIS DE MACUL 4355;PEÑALOLEN;-0,335062;-0,705875
3339636;-33.221.383;-70.687.028;LOS CORRALES 1370;COLINA;-0,332214;-0,706870
3339656;-3.359.614;-70.575.478;LOS DESCUBRIDORES 233;PUENTE ALTO;-0,335961;-0,705755
3339657;-33.371.514;-7.116.404;EL LLANO 0;CURACAVI;-0,333715;-0,711640
3351561;-33.045.601;-71.443.306;GENERAL VELASQUEZ 542;QUILPUE;-0,330456;-0,714433
3355808;-33.359.012;-70.519.025;AV EL TRANQUE 12654;LO BARNECHEA;-0,333590;-0,705190
3356340;-33.452.258;-70.593.043;MANUEL DE SALAS 303;ÑUÑOA;-0,334523;-0,705930
3356956;-33.446.155;-70.610.617;DIAGONAL ORIENTE 1574;PROVIDENCIA;-0,334462;-0,706106
3357756;-33.315.953;-70.653.774;CAMINO LAS PATAGUAS 16015;COLINA;-0,333160;-0,706538
3359420;-33.506.855;-70.603.184;HORACIO ARAVENA 2972;MACUL;-0,335069;-0,706032
3359432;-33.499.458;-70.740.441;LOS FLAMENCOS 1300;MAIPÚ;-0,334995;-0,707404
3359471;-33.416.626;-70.599.577;ROGER DE FLOR 2900;LAS CONDES;-0,334166;-0,705996
3359487;-33.437.762;-70.644.665;MERCED 533;SANTIAGO;-0,334378;-0,706447
3362153;-33.373.935;-70.525.537;CAMINO EL PARQUE 100;VITACURA;-0,333739;-0,705255
3362459;-33.497.101;-70.553.845;ALTOS DEL PARQUE NORTE 8231;PEÑALOLEN;-0,334971;-0,705538
3371000;-33.419.091;-70.562.275;CABILDO 6260;LAS CONDES;-0,334191;-0,705623
3371004;-33.425.543;-70.579.779;VATICANO 4290;LAS CONDES;-0,334255;-0,705798
3379767;-33.518.911;-70.542.065;CANAL LAS PERDICES 6856;LA FLORIDA;-0,335189;-0,705421
3379780;-33.326.346;-71.128.156;FUNDO ALHUE RUCALHUE 0;CURACAVI;-0,333263;-0,711282
3379824;-3.341.003;-7.055.455;VOLCAN LANIN 215;LAS CONDES;-0,334100;-0,705546
3379873;-33.401.712;-70.554.102;LORENZO DE MEDICIS 77;LAS CONDES;-0,334017;-0,705541
3379897;-33.401.185;-70.582.207;EL ARCANGEL 4990;VITACURA;-0,334012;-0,705822
3379933;-33.411.627;-70.571.281;LAS MALVAS 228;LAS CONDES;-0,334116;-0,705713
3381068;-33.526.826;-70.578.355;PASAJE LAS LLUVIAS 1555;LA FLORIDA;-0,335268;-0,705784
3381099;-33.416.038;-70.566.977;LA CAPITANIA 939;LAS CONDES;-0,334160;-0,705670
3381101;-33.454.678;-70.601.025;AV IRARRAZAVAL 2899;ÑUÑOA;-0,334547;-0,706010
3382294;-33.437.578;-70.640.147;PAULINA ALFONSO 331;PICHILEMU;-0,334376;-0,706401
3401691;-33.429.043;-70.583.114;ALCANTARA 1750;LAS CONDES;-0,334290;-0,705831
3401699;-33.429.968;-70.619.709;MANUEL MONTT 111;PROVIDENCIA;-0,334300;-0,706197
3401842;-33.366.651;-70.518.173;EL RADAL 80;LO BARNECHEA;-0,333667;-0,705182
3401919;-33.443.785;-70.556.832;PALMAS DE MALLORCA 1063;LA REINA;-0,334438;-0,705568
3401938;-3.372.651;-7.071.538;LUIS HINOJOSA PASCUA 1740;BUIN;-0,337265;-0,707154
3403667;-33.451.843;-70.624.438;CONDELL 1857;ÑUÑOA;-0,334518;-0,706244
3408662;-33.522.488;-70.560.993;WALKER MARTINEZ 3295;LA FLORIDA;-0,335225;-0,705610
3411642;-32.950.152;-71.534.326;JOSE MARIA ESCRIVA DE BALAGUER 930-B;CON CON;-0,329502;-0,715343
3411878;-33.409.726;-70.574.987;WARREN SMITH 70;LAS CONDES;-0,334097;-0,705750
3418723;-33.327.521;-70.758.385;LA MONTAÑA 3650;LAMPA;-0,333275;-0,707584
3418725;-33.467.468;-70.524.786;JOSE ARRIETA 10091;PEÑALOLEN;-0,334675;-0,705248
3418732;-33.391.682;-7.055.207;AV PRESIDENTE KENNEDY 8121;LAS CONDES;-0,333917;-0,705521
3418756;-33.473.249;-70.622.228;ZAÑARTU 980;ÑUÑOA;-0,334732;-0,706222
3418758;-33.018.762;-71.548.519;CINCO NORTE 867;VIÑA DEL MAR;-0,330188;-0,715485
3422048;-33.435.779;-70.647.991;SANTO DOMINGO 755;SANTIAGO;-0,334358;-0,706480
3422061;-33.436.057;-70.579.653;COVENTRY 1985;ÑUÑOA;-0,334361;-0,705797
3422078;-3.343.736;-70.642.331;MERCED 349;SANTIAGO;-0,334374;-0,706423
3423675;-33.345.685;-70.663.038;CAMINO DE LOS FRESNOS 1120;HUECHURABA;-0,333457;-0,706630
3427999;-33.631.239;-70.614.777;RIO MAIHUE 1655;PUENTE ALTO;-0,336312;-0,706148
3428006;-33.536.923;-70.566.779;GLASGOW 9312;LA FLORIDA;-0,335369;-0,705668
3428875;-33.438.228;-70.570.871;LORELEY 1736;LA REINA;-0,334382;-0,705709
3434633;-33.434.078;-70.606.057;LAS VIOLETAS 2165;PROVIDENCIA;-0,334341;-0,706061
3437966;-33.451.979;-70.619.532;JULIO PRADO 2110;ÑUÑOA;-0,334520;-0,706195
3437968;-33.448.971;-70.614.023;SUCRE 1700;ÑUÑOA;-0,334490;-0,706140
3447803;-33.429.321;-70.612.434;MARCHANT PEREIRA 521;PROVIDENCIA;-0,334293;-0,706124
3449556;-33.448.971;-70.614.023;SUCRE 1700;ÑUÑOA;-0,334490;-0,706140
3449562;-33.399.847;-70.555.905;LOS TRIGALES 7887;LAS CONDES;-0,333998;-0,705559
3466001;-33.455.378;-70.583.411;ALCALDE JORGE MONCKEBERG 35;ÑUÑOA;-0,334554;-0,705834
3470281;-33.456.094;-70.600.628;AV DUBLE ALMEYDA 2942;ÑUÑOA;-0,334561;-0,706006
3479974;-33.428.034;-70.590.264;TOMAS GUEVARA 2972;LAMPA;-0,334280;-0,705903
3505312;-33.515.855;-70.531.906;CAMINO DE PAISAJE 6775;LA FLORIDA;-0,335159;-0,705319
3533929;-33.446.017;-7.060.271;AV RICARDO LYON 2726;ÑUÑOA;-0,334460;-0,706027
3534017;-33.429.472;-70.571.913;CARLOS ALVARADO 4847;LAS CONDES;-0,334295;-0,705719
3536116;-33.432.325;-70.614.411;ELIODORO YAÑEZ 1630;PROVIDENCIA;-0,334323;-0,706144
3573084;-33.616.965;-70.558.131;CORDILLERA DARWIN 1344;PUENTE ALTO;-0,336170;-0,705581
3573101;-33.282.737;-70.679.837;AV CHICUREO 2100;COLINA;-0,332827;-0,706798
3573196;-33.406.693;-7.056.354;IBSEN 6445;LAS CONDES;-0,334067;-0,705635
3582887;-33.471.616;-70.626.599;SANTA ELENA 2120;SAN JOAQUÍN;-0,334716;-0,706266
3589837;-33.392.381;-70.685.717;UNO PONIENTE 4184;CONCHALÍ;-0,333924;-0,706857
3606930;-3.282.995;-70.622.411;MIGUEL DE CERVANTES 1053;LOS ANDES;-0,328300;-0,706224
3606938;-33.227.033;-70.681.118;AV RUKAN 214;COLINA;-0,332270;-0,706811
3621593;-33.395.556;-70.612.865;RINCONADA EL SALTO 4646;HUECHURABA;-0,333956;-0,706129
3625529;-33.219.504;-70.673.386;AV EL REMANSO DE CHICUREO 330;COLINA;-0,332195;-0,706734
3626723;-33.435.442;-70.599.084;HOLANDA 1860;PROVIDENCIA;-0,334354;-0,705991
3636855;-3.340.707;-70.562.686;GUSTAVO V 33;LAS CONDES;-0,334071;-0,705627
3636858;-3.344.774;-70.653.811;TARAPACA 1331;SANTIAGO;-0,334477;-0,706538
3637925;-33.452.802;-70.598.252;AV CHILE ESPAÑA 235;ÑUÑOA;-0,334528;-0,705983
3643005;-33.407.747;-70.558.995;APOQUINDO 6797;LAS CONDES;-0,334077;-0,705590
3643016;-33.227;-70.669.608;SAN LUIS 20555;COLINA;-3,322700;-0,706696
3643057;-33.434.047;-70.603.487;AVENIDA SUECIA 1513;PROVIDENCIA;-0,334340;-0,706035
3644617;-33.428.881;-70.554.355;AV TOMAS MORO 1845;LAS CONDES;-0,334289;-0,705544
3652942;-33.443.357;-70.619.324;MANUEL ANTONIO MAIRA 959;PROVIDENCIA;-0,334434;-0,706193
3662016;-33.412.166;-7.058.984;LAS TORCAZAS 240;LAS CONDES;-0,334122;-0,705898
3675484;-3.343.128;-70.618.905;AV MANUEL MONTT 275;PROVIDENCIA;-0,334313;-0,706189
3688471;-33.429.968;-70.666.943;PRESIDENTE BALMACEDA 2150;SANTIAGO;-0,334300;-0,706669
3688484;-33.454.747;-70.577.834;SAN JORGE 60;ÑUÑOA;-0,334547;-0,705778
3688599;-33.354.423;-70.510.578;RAUL BARRALES 1669;LO BARNECHEA;-0,333544;-0,705106
3688640;-33.443.061;-70.634.611;VIOLLIER 62;SANTIAGO;-0,334431;-0,706346
3695986;-33.382.586;-70.579.969;MANQUEHUE NORTE 2533;VITACURA;-0,333826;-0,705800
3699482;-33.419.936;-70.574.592;AV CRISTOBAL COLON 4867;LAS CONDES;-0,334199;-0,705746
3705921;-33.450.814;-70.597.255;CAMPOAMOR 3113;ÑUÑOA;-0,334508;-0,705973
3705924;-33.410.551;-70.555.317;JUAN DE URETA 7206;LAS CONDES;-0,334106;-0,705553
3706518;-33.506.454;-70.545.541;CAMINO DE LAS AZUCENAS 8338;PEÑALOLEN;-0,335065;-0,705455
3708114;-33.455.935;-70.615.343;JOSE DOMINGO CAÑAS 1550;ÑUÑOA;-0,334559;-0,706153
3708124;-33.446.603;-70.646.237;TARAPACA 752;SANTIAGO;-0,334466;-0,706462
3708161;-33.027.906;-71.571.175;ARTURO PRAT 125;VIÑA DEL MAR;-0,330279;-0,715712
3708261;-33.428.475;-70.591.799;AMAPOLAS 1395;PROVIDENCIA;-0,334285;-0,705918
3710084;-33.455.617;-70.584.632;LOS CEREZOS 33;ÑUÑOA;-0,334556;-0,705846
3710091;-32.929.748;-71.545.814;ENTRE LOMAS 110;CON CON;-0,329297;-0,715458
3710129;-33.517.201;-70.525.693;CAMINO LAS CUMBRES 6777;LA FLORIDA;-0,335172;-0,705257
3712532;-33.402.901;-70.586.429;AV AMERICO VESPUCIO NORTE 1101;VITACURA;-0,334029;-0,705864
3712556;-33.412.824;-70.599.023;CARMENCITA 262;LAS CONDES;-0,334128;-0,705990
3729076;-33.345.685;-70.663.038;CAMINO DE LOS FRESNOS 1120;HUECHURABA;-0,333457;-0,706630
3735883;-3.343.838;-70.581.298;LA VERBENA 4770;ÑUÑOA;-0,334384;-0,705813
3735952;-33.433.232;-70.609.984;MAR DEL PLATA 1954;PROVIDENCIA;-0,334332;-0,706100
